comments_disabled; id; edge_media_to_caption; shortcode; edge_media_to_comment; taken_at_timestamp; dimension; edge_liked_by; owner; is_video
False; 2242408712866163896; VOTE FOR CLEAN WATER!  BMBF project SimConDrill: The ambitious team is nominated for the Green Award 2020 on the basis of their development of filters for the separation of microplastics from waste water.  2 more days to vote: s.fhg.de/dG8!  Watch this video: http://s.fhg.de/LkK  Project partners: #fraunhoferilt @laserjobgmbh, Klass Filter GmbH, LUNOVU Integrated Laser Solutions GmbH and OptiY GmbH  @greentech_festival @bmbf.bund @fraunhofergesellschaft @fraunhofer.karriere #greenaward #environment #BMBF #laser #microplastics #plasticwaste #wastewater #environmentalprotection #fraunhofer #lasercongress #akl20 #laser #innovation #photonics #angewandteforschung #forschung; B8eotfzoOy4; 0; 1581535971; (1080, 1080); 9; 7598001063; False
False; 2242392693282678827; Du bist Visionär? Science Fiction machst du heute schon zur Wirklichkeit? Dann bewirb dich jetzt! www.fraunhofer.de/karriere #fraunhofer #fraunhoferdoch #visionär #sciencefiction #vr #forschung #science #angewandteforschung #wissenschaft; B8elEYaC6gr; 0; 1581534080; (1080, 1080); 24; 4112137767; True
False; 2242296287490316494; Biokunststoffe: Die Lösung für unser Plastik-Problem? Damit beschäftigt sich morgen die Sendung Xenius auf ARTE um 16:50 Uhr. Darin erfahrt ihr u.a., woran das Fraunhofer IWKS gemeinsam mit dem Fraunhofer ISC in diesem Bereich forscht. Also nicht verpassen:winking_face:  https://www.arte.tv/de/videos/084700-031-A/xenius-biokunststoffe/  #Fraunhofer #Forschung #arte #Xenius #TV #Biokunststoff #Plastik #Nachhaltigkeit #Bioplastik; B8ePJfhCZjO; 0; 1581522569; (539, 640); 16; 9488266001; False
False; 2242253935253983182; #internationalwomeninscienceday Teil 2 - Link in der Bio. Ausführliche Portraits zu unseren Frauen in der Wissenschaft z.T. mit Videomaterial #fraunhofer #womeninsciences #womeninscience; B8eFhL7CQ_O; 0; 1581517520; (1080, 1080); 31; 8641992805; False
False; 2242251814429279370; #internationalwomeninscienceday Teil 1 - Link in der Bio. Ausführliche Portraits zu unseren Wissenschaftlerinnen z.T. mit Video #fraunhofer; B8eFCUwCESK; 0; 1581517267; (1080, 1080); 35; 8641992805; False
False; 2242206513882590476; Behind the scenes: We will open our doors and show “Laser Technology Live” in over 90 presentations at AKL’20 – International Laser Technology Congress + opening of the Battery Lab – laser based battery production.  s.fhg.de/6QL  #fraunhofer #laser #fraunhoferilt #innovation #lasercongress #akl20 #photonics #angewandteforschung #forschung #battery #batteries #batterytechnology #weldingmachine #laserwelding #laserweldingmachine #robot #automation  @fraunhofergesellschaft @fraunhofer.karriere @rwthaachenuniversity @ime_rwth @forschungszentrum_juelich @europeancommission @vdi_technikhelden; B8d6vHVCe0M; 0; 1581511867; (1080, 1080); 45; 7598001063; False
False; 2242186467919743011; Zukunft E-Mobility: Beim Lasersymposium Elektromobilität – LSE´20 diskutieren 60 Experten aus Industrie & Forschung in den nächsten zwei Tagen über Lasertechnik-Trends für die effiziente Produktion von Batterien und Elektrofahrzeugen.  Mehr Infos: ‪s.fhg.de/MrA‬  @rwthaachenuniversity @fraunhofergesellschaft @e_force_one @ipg_photonics @rwth_wzl @semikronglobal @wolf.produktionssysteme #emobility #elektromobilität #energystoragesystems #batterytechnology #batterycell #laser #microjoining #rwthaachenuniversity #fraunhoferilt #lasercongress #akl20 #fraunhofer #innovation #photonics #angewandteforschung #forschung; B8d2LaEi0gj; 0; 1581509477; (1079, 1080); 44; 7598001063; False
False; 2242099937248587441; Wie sieht der smarte und innovative Campus von Morgen aus? Im Rahmen der Smart Campus Initiative entwickelt das Fraunhofer IAO  auf dem Bildungscampus Heilbronn gemeinsam mit verschiedenen Akteuren und unterstützt von der Unternehmensberatung BICG Zukunftsbilder für den Campus der Zukunft. Damit diese Zukunftsbilder auch die studentische Perspektive enthalten, ist Eure Mithilfe gefragt! In einem Co-Creation Workshop könnt ihr bei Pizza, Bier und netter Atmosphäre eigene Impulse geben und die Zukunft mitgestalten.  Wann? 17.02.2020, 17:00-20:00 Uhr Wo? Bei unseren partners in crime, den @campus__founders , am Bildungscampus 1  Eine Anmeldung unter Angabe des Studiengangs bitte an: maximilian.feike@iao.fraunhofer.de Die Teilnehmerzahl ist begrenzt. Es gilt also: first come – first serve.  #heilbronn #bildungscampus #fraunhofer #campus #gründerzentrum #darumhhn #hochschuleheilbronn #startklar #smartcampus; B8digOGoK6x; 0; 1581499162; (1080, 1080); 12; 24641304199; False
False; 2242085114190407379; Fraunhofer AICOS researchers Maria Vasconcelos and Luís Rosado are invited speakers at the F3M workshop on “Inovação ao Serviço da Saúde”, that will take place at UPTEC, in Porto, on February 19th.  Two years ago, we joined forces with F3M to create MpDS, a mobile health solution that allows easy image acquisition, transmission and automated analysis to support clinical diagnosis in dermatology.  Register for the workshop until February 18th at: bit.ly/2H7V5co  #Fraunhofer #AICOS #ProposingFutures #ImpactingLives #F3M #MpDS; B8dfIhDgqbT; 0; 1581497395; (320, 480); 5; 6567555936; False
False; 2241650081283459451; Künstliche Intelligenz in #KI #Deutschland – gestern, heute, morgen! In #Berlin werden heute Deutschlands #KI-Köpfe beim Neujahrsempfang vom #Fraunhofer-Verbund #IUK-Technologie und der Gesellschaft für Informatik e.V. ausgezeichnet, darunter Fraunhofer #IAIS-Leiter Prof. Dr. Stefan Wrobel. #KI50 https://www.iais.fraunhofer.de/de/presse/presseinformationen/presseinformationen-2019/presseinformation-190528.html @fraunhofergesellschaft; B8b8N9FoEl7; 0; 1581445535; (607, 1080); 5; 4591294609; False
False; 2241607033563075299; Heute ist der internationale Tag der Frauen und Mädchen in der Wissenschaft :woman_scientist: und das nehmen wir zum Anlass, um all die großartigen Frauen zu ehren, die bei uns in der Forschung tätig sind und alle Mädchen zu begrüßen, die sich als Beruf ihrer Träume vorstellen, in die Welt der Wissenschaft einzutauchen. Ihr seid toll! Viele spannende Projekte, explizit für Frauen und Mädchen, findet ihr bei uns auf der Website - stöbert gerne mal rein! www.fraunhofer.de/karriere  #fraueninderforschung #frau #woman #internationaldayofwomenandgirlsinscience #fraunhoferdoch #fraunhofer #doch #forscherin #wissenschaftlerin; B8bybhxi1Lj; 0; 1581440403; (937, 750); 60; 4112137767; False
False; 2241482240536736869; Osteoarthritis und andere schwere Krankheiten können in Zukunft erfolgreich durch Zelltherapeutika behandelt werden, wenn es gelingt, die Ausgangsmaterialien für die neuen Medikamente und Wirkstoffe in großem Maßstab kostengünstig zu produzieren.  Zu diesem Zweck entwickeln wir in einem internationalen Forscherteam im EU-Projekt #AutoCRAT in den kommenden vier Jahren eine #vollautomatisierte #Fertigungsplattform, mit der sich #Knorpel- und #Stammzellen für die #Arthritisbehandlung industriell herstellen lassen.  Die Europäische Union fördert das vielversprechende Forschungsprojekt unter Leitung der irischen Nationaluniversität NUI Galway mit einer Fördersumme von 7,45 Millionen Euro wir sind als zentraler Partner verantwortlich für die Umsetzung und Weiterentwicklung der Anlagentechnik. ⠀  Mehr Infos unter: http://s.fhg.de/200211-autocrat; B8bWDjNifRl; 1; 1581425527; (1080, 1080); 47; 7118027680; False
False; 2241478519274507973; Die Entwicklung von selbstfahrenden Autos schreitet immer weiter voran. Forscher des Fraunhofer-Instituts bringen dem #Auto jetzt das Hören bei! #autonomesfahren #Fraunhofer #Cartoon #digitaleTransformation #Karikatur #Tech #Technik #Technologie #Zukunft #Automobilbranche #autonomousdriving #Digitalisierung #Digital; B8bVNZhBo7F; 1; 1581425083; (1188, 1080); 14; 7656021673; False
False; 2241450045386277827; Es ist wieder so weit! Trefft uns nächste Woche Donnerstag, am 20. Februar, an unserem neuen Arbeitsplatz. Wir sind nämlich auf die andere Straßenseite in schicke neue Büros umgezogen! Hier findet unser monatlicher Miners-Abend statt, unser Networking-Event in entspannter Atmosphäre.  Wir freuen uns auf ein Bier und eine Runde Kickern :clinking_beer_mugs: :soccer_ball: oder soll es doch lieber die gute alte Super Nintendo sein? :alien_monster::joystick::robot_face: Anmeldungen gerne über die meetup Plattform (dies hilft uns bei der Planung). Ihr seid jedoch auch ohne Anmeldung herzlichst willkommen! https://www.meetup.com/de-DE/Miners-Abend-Dein-After-Work-Event-in-Dortmund/  #MotionMiners #meetup #snes #beer #Bier #kicker #IIoT #IoT #BigData #startup #logistik #produktion #healthcare #Prozessoptimierung #manuelleprozesse #meettheteam #digihub #exist #gruenderszene #ruhrgebiet #dortmund #innovation #sensoren #automatisiert #ergonomieanalysen #effizienzanalysen #effizienzoptimierung #fraunhofer #fraunhoferinstitut; B8bOvDJCEPD; 0; 1581421689; (1311, 1080); 10; 16441245699; False
False; 2241357628301185529; Here are some of the highlights of MDevNet Seminar on eHealth, which took place in Porto and Aveiro, from the January 29th to the 30th.  The MDevNet is a National Network for Knowledge Transfer on Medical Devices.  #Fraunhofer #AICOS #ProposingFutures #ImpactingLives #eHealth; B8a5uNBgRH5; 0; 1581410672; (810, 1080); 4; 6567555936; False
False; 2240953368432445575; Bremer Klebtage #bremen #hansestadtbremen #fraunhofer #fraunhoferifam #fraunhoferifambremen #bremerklebtage @fraunhofergesellschaft #klebenerlebeninbremen #klebenerleben; B8ZdzcroYiH; 2; 1581362480; (1079, 1080); 36; 5068641065; False
False; 2240927164944239013; There is mooooooon! :new_moon_face::two_hearts: . . . #fraunhofer #fraunhoferinstitut #kasselistschön #casselfornia #mud #muddy #intheafternoon #heaven #buildingsite #bauarbeiter #baustelle #constructionworker #staplerfahrerklaus #cement #crane #dipper #bagger #kran#moon #mond #container; B8ZX2IyBkml; 0; 1581359356; (1080, 1080); 9; 14670788456; False
False; 2240823961109646919; Follow @_sprain_robotics for more robotic stuff... ALSO SUBSCRIBE TO MY YOUTUBE CHANNEL... SPRAIN ROBOTICS.  SPRAIN ROBOTICS.  SPRAIN ROBOTICS.  This is the product vision of a mobile robot assistant to actively support human in domestic environments.  VAI SOURCE: FRAUNHOFERIPA YOUTUBE CHANNEL... #fraunhofer #fraunhoferstrasse #socialrobot #domestic #domestica #domesticity #domesticengineer #robot魂 #robotrobot #roboticsurgery #robotled #futuretech #futuretechnology #futuretechnologies; B8ZAYUuH85H; 0; 1581347086; (750, 750); 30; 27136190890; True
