comments_disabled; id; edge_media_to_caption; shortcode; edge_media_to_comment; taken_at_timestamp; dimension; edge_liked_by; owner; is_video
False; 1330970515384591482; Proudly presenting: the perfect #supyoga #yogapants!!! Looking forward to my early morning session! #yogazirkel #griebnitzsee #yogainpotsdam #sup #yogini im #SUPini ); BJ4jqHIBGR6; 0; 1472884071; (1080, 1080); 31; 1715238007; False
False; 1330521922483797591; Fast perfekter Sommertag #sommer #ilovepotsdam #potsdam #parkbabelsberg #griebnitzsee #idylle  #spätsommer #perfekt; BJ29qObhD5X; 0; 1472830594; (1080, 1080); 6; 3401356269; False
False; 1330386814279886407; Join our practice tomorrow 9am @pedales23! Contact me to book your board! #supyoga #yogazirkel #griebnitzsee #yoga #potsdam #watersports #404sup; BJ2e8JHBCZH; 4; 1472814488; (1080, 1080); 35; 1715238007; False
False; 1330160484485381481; Grenze. #nature #TagsForLikes #lawn #hearts #love #symbol #summer #beautiful #pretty #green #photooftheday #picoftheday #follow #followme #grasslovers #day #iphonesia #mothernature #potsdam #griebnitzsee; BJ1renEAz1p; 0; 1472787508; (750, 750); 27; 6242196; False
False; 1329950766391221710; Mhhhh! :face_with_tongue: #food #foodporn #yum #instafood #TagsForLikes #yummy #instagood #photooftheday #dinner #lunch #fresh #tasty #foodie #delish #delicious #eating #foodpic #foodpics #eat #hungry #foodgasm #foods #burger #pulledpork #bokeh #beer #beerandburgers #potsdam #griebnitzsee; BJ07yz3gd3O; 1; 1472762507; (750, 750); 31; 6242196; False
False; 1329595071125092948; Finally! :closed_book::raising_hands_medium_skin_tone::graduation_cap: #thesis #bachelor #bachelorette #bachelorarbeit #bwldurchgespielt #master #verwaltungswissenschaft #unipotsdam #griebnitzsee #besteuni @unipotsdam Danke an @rikefr für die hilfreichen Korrekturen und @basanta86 für die moralische Unterstützung.:bouquet: Besonderem Dank gilt dem Springbrunnen in der Campusbib der @fu_berlin für sein beruhigendes Plätschern in schwierigen Stunden :speak-no-evil_monkey:; BJzq6w1hXpU; 5; 1472720105; (1080, 1080); 60; 209889697; False
False; 1329475466445006225; Bahnsteigromantik am Morgen.  #griebnitzsee #bahnhof #gleise #sonnenaufgang #ammorgen #donnerstag #fürmichheuteschonfreitag; BJzPuSTDSWR; 1; 1472705847; (608, 1080); 21; 1800231314; False
False; 1328318936592352871; #SupYoga #griebnitzsee #potsdam #yoga_in_potsdam #yogainpotsdam #starboardsupyoga #starboardsup; BJvIwj8AwZn; 0; 1472567978; (1080, 1080); 7; 2422616534; False
False; 1327289996646010035; Guten Morgen Griebnitzsee #griebnitzsee #potsdam #babelsberg #brandenburg #kleinglienicke #sun #sunrise #sonnenaufgang #lake #hausamsee #boat #silence #nature #bns #sky #skyporn #clouds #nofilterneeded #nofilter; BJrezg8A8yz; 3; 1472445319; (1009, 1080); 125; 1364967705; False
False; 1326886115311198242; #standuppaddle #griebnitzsee #summertime #adventuretime #sunoverthecity #beachdayout #surfinglife #travelandliving #berlinlife #instalife_shot; BJqC-RIhaAi; 1; 1472397172; (1080, 1080); 45; 352416802; False
False; 1326262423799284153; Boat Trip #boat #boattrippin #summerinthecity #summerinberlin #lake #sundayfunday #griebnitzsee #söhnelwerft; BJn1KXJgUG5; 4; 1472322823; (1080, 1080); 8; 1944635528; False
False; 1326156653988760008; #mopsliebe #pugsoninstagram #pugstagram #mops #parkbabelsberg #hotsummerday #potsdam #großeliebe #griebnitzsee; BJndHNVhUnI; 0; 1472310214; (1080, 1080); 7; 3401356269; False
False; 1325887443031207008; [Anzeige] #yogazirkel #supyoga #griebnitzsee #yoga #morningyoga #yogainpotsdam @pedales23 @yoga_in_potsdam; BJmf5rGBqxg; 0; 1472278121; (1080, 1080); 16; 1715238007; False
False; 1325839802666346243; Guten Morgen vom #griebnitzsee in #potsdam #babelsberg und ein schönes #wochenende Euch allen! #griebnitzsea #sunrise #weekend #summer #sun #Blüten #flower #flowerage #blossoms #beauty #flora #sunny #sunday #instagood #instalove #save #instamood #instacool #picoftheday #amazing #feelgood #sunset #beautiful #germany #brandenburg; BJmVEajAGcD; 0; 1472272442; (1080, 1080); 63; 664316504; False
False; 1325344634729166700; #griebnitzsee #potsdam #babelsberg #kurztrip #wellness #see #wasser #sonne #blauerhimmel #sommer #kajak #sonnenbrand #seelebaumelnlassen #schön #genießen #entspannen #gönnung #warumindieferneschweifen; BJkkexeAHds; 0; 1472213414; (608, 1080); 11; 2902019792; False
False; 1325092300812919383; SBahnerfantasien. Frühes Aufstehen hat auch seine Vorteile! #sbahn #berlin #griebnitzsee; BJjrG1MjyJX; 1; 1472183333; (1080, 1080); 24; 253462434; False
